1	0	1000	
1	1001	2000	
1	2001	3000	
1	3001	4000	
1	4001	5000	fill_color=black
1	5001	6000	
1	6001	7000	
2	0	1000	
2	1001	2000	
2	2001	3000	
2	3001	4000	
2	4001	5000	
2	5001	6000	
2	6001	7000	
2	7001	8000	
2	8001	9000	
2	9001	10000	
2	10001	11000	
2	11001	12000	fill_color=black
2	12001	13000	
2	13001	14000	fill_color=black
2	14001	15000	
2	15001	16000	
2	16001	17000	
2	17001	18000	
2	18001	19000	
2	19001	20000	
2	20001	21000	
2	21001	22000	
2	22001	23000	
2	23001	24000	
2	24001	25000	
2	25001	26000	
2	26001	27000	
2	27001	28000	fill_color=black
2	28001	29000	
2	29001	30000	
2	30001	31000	
2	31001	32000	
2	32001	33000	
2	33001	34000	
2	34001	35000	
2	35001	36000	
2	36001	37000	
2	37001	38000	
2	38001	39000	
2	39001	40000	
3	0	1000	
3	1001	2000	
3	2001	3000	
3	3001	4000	
3	4001	5000	
3	5001	6000	
3	6001	7000	
3	7001	8000	fill_color=black
3	8001	9000	
3	9001	10000	
3	10001	11000	
3	11001	12000	
3	12001	13000	
3	13001	14000	
3	14001	15000	
3	15001	16000	
3	16001	17000	
3	17001	18000	fill_color=black
3	18001	19000	
3	19001	20000	
3	20001	21000	fill_color=black
3	21001	22000	
3	22001	23000	
3	23001	24000	fill_color=black
3	24001	25000	
3	25001	26000	fill_color=black
3	26001	27000	
3	27001	28000	
3	28001	29000	
3	29001	30000	
3	30001	31000	
4	0	1000	
4	1001	2000	
4	2001	3000	
4	3001	4000	
4	4001	5000	
5	0	1000	
5	1001	2000	
5	2001	3000	
5	3001	4000	
5	4001	5000	
5	5001	6000	
6	0	1000	
6	1001	2000	fill_color=black
6	2001	3000	
6	3001	4000	fill_color=black
6	4001	5000	
6	5001	6000	fill_color=black
7	0	1000	
7	1001	2000	
7	2001	3000	
7	3001	4000	
7	4001	5000	
7	5001	6000	
7	6001	7000	
7	7001	8000	
7	8001	9000	
7	9001	10000	
7	10001	11000	
7	11001	12000	
7	12001	13000	fill_color=black
7	13001	14000	
7	14001	15000	
7	15001	16000	fill_color=black
7	16001	17000	
7	17001	18000	
7	18001	19000	
7	19001	20000	
7	20001	21000	
7	21001	22000	
7	22001	23000	
7	23001	24000	
7	24001	25000	
7	25001	26000	
7	26001	27000	
8	0	1000	
8	1001	2000	
8	2001	3000	
8	3001	4000	
8	4001	5000	
8	5001	6000	
8	6001	7000	
8	7001	8000	
8	8001	9000	
8	9001	10000	
8	10001	11000	fill_color=black
8	11001	12000	fill_color=black
8	12001	13000	
8	13001	14000	
8	14001	15000	fill_color=black
8	15001	16000	
8	16001	17000	
8	17001	18000	
8	18001	19000	
8	19001	20000	
9	0	1000	fill_color=black
9	1001	2000	fill_color=black
9	2001	3000	
9	3001	4000	
